,log2FoldChange,padj,baseMean,t,P.Value,B
202320_at,-0.315346064,0.014364814,6.964213857,-2.771730458,0.00712254,-3.716817195
218634_at,-0.530225585,0.014399493,5.051571714,-2.770805678,0.007140776,-3.719151944
211871_x_at,-0.559398301,0.014399493,3.645218286,-2.770787652,0.007141132,-3.719197448
204958_at,-0.391712893,0.014399493,4.795044714,-2.770785169,0.007141181,-3.719203715
238868_at,-0.510113162,0.014422487,2.638443571,-2.770180995,0.007153118,-3.720728698
225783_at,0.275263188,0.014422487,9.113623857,2.770159163,0.00715355,-3.720783799
242584_at,0.705011993,0.014452933,5.560436286,2.769371827,0.007169135,-3.722770684
203244_at,0.620058764,0.014463342,8.291529,2.769086899,0.007174782,-3.723489604
222025_s_at,0.88200032,0.014471713,3.986397429,2.768853125,0.007179419,-3.72407941
214642_x_at,1.005238856,0.014472777,1.98963,2.76880209,0.007180432,-3.724208164
210527_x_at,0.197309008,0.014474639,6.840338429,2.768731143,0.00718184,-3.724387151
214715_x_at,-0.243026493,0.014482741,11.49222143,-2.76850422,0.007186344,-3.724959612
243807_at,0.188485315,0.014487103,4.728343714,2.768370815,0.007188994,-3.725296136
217773_s_at,0.302993019,0.014524647,12.62903286,2.767409629,0.007208111,-3.727720424
203057_s_at,-0.421236367,0.014525226,8.224373429,-2.76737079,0.007208884,-3.727818368
224888_at,0.510163146,0.014526849,7.075897429,2.767305916,0.007210176,-3.727981965
208750_s_at,0.551469958,0.014540361,10.60749314,2.766944949,0.007217369,-3.728892187
200083_at,-0.351303474,0.014544132,9.972367571,-2.766826652,0.007219728,-3.729190467
204879_at,-0.578065408,0.014556066,3.562438143,-2.76650528,0.007226139,-3.730000739
224646_x_at,-1.559999352,0.014556471,8.946984714,-2.766470803,0.007226828,-3.730087659
219891_at,-0.243843263,0.014571183,4.465582,-2.766080614,0.00723462,-3.731071326
227189_at,0.590992363,0.014577032,3.118015429,2.765910891,0.007238011,-3.731499162
238885_at,0.317942229,0.014590852,2.946949857,2.765543328,0.007245362,-3.73242564
1565752_at,0.53689476,0.014602559,2.162999,2.76522845,0.007251664,-3.733219243
205845_at,-0.538760681,0.014605133,1.830545,-2.765140198,0.007253432,-3.733441655
228932_at,-0.335083137,0.014614265,6.138513571,-2.764889402,0.007258456,-3.73407368
221188_s_at,0.718662523,0.01461471,5.322942286,2.764853977,0.007259166,-3.734162951
241262_at,0.643876072,0.014619362,3.404395,2.764714283,0.007261966,-3.734514967
213238_at,-0.59878672,0.014621253,8.057505857,-2.764625844,0.007263739,-3.734737817
217140_s_at,0.366019218,0.014621253,9.184827857,2.764618634,0.007263884,-3.734755984
203826_s_at,0.360209916,0.01462476,3.963058714,2.764507346,0.007266116,-3.735036402
207438_s_at,0.420029369,0.014625945,8.155536857,2.764453588,0.007267195,-3.735171856
205887_x_at,-0.154912565,0.01463771,8.038863429,-2.764137909,0.00727353,-3.735967223
224301_x_at,-0.59745069,0.014639992,10.87356529,-2.764057045,0.007275154,-3.736170952
1555898_at,0.549335593,0.01464107,5.078275429,2.764005979,0.00727618,-3.736299606
209705_at,-0.322340118,0.014651872,6.545352857,-2.763714376,0.007282039,-3.737034221
209125_at,1.361030437,0.014655059,2.447650143,2.763611171,0.007284114,-3.737294202
212688_at,0.426992582,0.014655123,8.823236,2.7635852,0.007284636,-3.737359625
209528_s_at,-0.428015324,0.014666262,5.261076,-2.763285518,0.007290664,-3.738114498
217934_x_at,-0.292480799,0.01467985,8.416396714,-2.762925571,0.00729791,-3.739021089
201724_s_at,-0.442346989,0.014681646,9.576132429,-2.762856837,0.007299294,-3.739194197
230761_at,-0.328082935,0.014699112,6.603293,-2.762401604,0.007308469,-3.740340623
213321_at,-0.50291619,0.014699758,6.520279286,-2.762361278,0.007309283,-3.740442168
206936_x_at,-0.23811783,0.014699799,6.520708571,-2.762335856,0.007309795,-3.740506184
214580_x_at,0.813825997,0.014701148,2.199579857,2.762278196,0.007310958,-3.740651377
240849_at,0.12892947,0.014708659,3.808575143,2.762068688,0.007315186,-3.741178917
227841_at,-0.258805223,0.014710391,5.132414429,-2.762001613,0.00731654,-3.741347805
208863_s_at,0.205816703,0.014724846,9.558837714,2.761621256,0.007324222,-3.742305441
209769_s_at,0.268022809,0.014730374,4.764096857,2.761460791,0.007327465,-3.742709416
223214_s_at,0.466356888,0.014735149,8.143970857,2.761318926,0.007330333,-3.74306655
1554036_at,0.625223743,0.014742058,3.495193857,2.761124598,0.007334264,-3.743555731
205427_at,0.427315349,0.014752709,8.348936429,2.760838389,0.007340057,-3.744276153
229766_at,-0.303198368,0.014761634,6.700435143,-2.760594741,0.007344991,-3.744889397
209059_s_at,-0.273531876,0.01476302,10.68070571,-2.760536307,0.007346175,-3.745036464
229089_at,-0.170940185,0.014766839,3.329176857,-2.760418142,0.00734857,-3.745333856
224987_at,0.434731413,0.014773997,5.436523571,2.760218027,0.007352627,-3.745837471
228100_at,-0.825991455,0.014777732,3.542959143,-2.760100671,0.007355007,-3.746132799
204890_s_at,0.879087956,0.014777732,3.558578857,2.760077614,0.007355475,-3.746190822
233017_x_at,-0.229312784,0.014786113,7.245518571,-2.759847625,0.007360141,-3.74676956
244802_at,0.690453448,0.014799477,2.938085,2.759495465,0.007367293,-3.747655651
233360_at,-0.433087561,0.014799477,4.112824429,-2.759471257,0.007367784,-3.747716558
225475_at,-0.255221312,0.014802857,8.507857714,-2.759364064,0.007369962,-3.747986253
206553_at,0.86646291,0.014817489,5.150501429,2.758981356,0.007377744,-3.748949066
204079_at,-0.54944688,0.014818545,8.821086286,-2.75893113,0.007378765,-3.749075415
226911_at,-0.809260622,0.014828373,4.290478286,-2.758666287,0.007384155,-3.749741633
225247_at,-0.315859765,0.014831958,6.925242286,-2.75855422,0.007386437,-3.750023524
219168_s_at,0.345154743,0.014835584,2.806545857,2.758441156,0.00738874,-3.750307915
205268_s_at,0.736292632,0.014837296,2.146422286,2.75837494,0.007390089,-3.750474462
213170_at,0.869380126,0.014854531,5.865460429,2.75790928,0.007399581,-3.751645613
201272_at,0.503634912,0.014854531,9.046582714,2.757905038,0.007399668,-3.751656282
1565776_at,0.34578169,0.014864808,2.465931,2.757629749,0.007405285,-3.752348568
212765_at,0.393671161,0.014868337,8.974179857,2.757519248,0.007407541,-3.752626435
223868_s_at,0.378450446,0.014869748,3.048693143,2.75746045,0.007408741,-3.752774286
216430_x_at,1.143310412,0.014885709,4.430276,2.757046806,0.007417192,-3.753814348
219763_at,0.817985559,0.014894046,2.713211,2.75681928,0.007421845,-3.75438638
206529_x_at,0.133770597,0.014922812,2.970505143,2.756094669,0.007436679,-3.756207908
213506_at,-0.921451337,0.014925162,6.562704857,-2.756013143,0.007438349,-3.756412822
229393_at,-0.486263768,0.014925416,5.879104571,-2.7559826,0.007438975,-3.756489593
219408_at,0.322510555,0.014932801,5.547232143,2.755778665,0.007443156,-3.757002157
221640_s_at,-0.369399748,0.014940624,5.547501429,-2.755564184,0.007447556,-3.757541195
217962_at,0.284479462,0.014946492,10.80185886,2.755384143,0.007451251,-3.757993652
217543_s_at,-0.360480168,0.014946492,7.982248857,-2.755372908,0.007451482,-3.758021885
223319_at,-0.646079504,0.014965191,5.728746143,-2.754894674,0.007461305,-3.759223606
215255_at,-0.264868806,0.014969534,3.305050143,-2.754764952,0.007463971,-3.759549546
233775_x_at,-0.225382389,0.014981647,7.511715143,-2.754435875,0.00747074,-3.760376331
1557370_s_at,-0.41833381,0.014981647,8.580871429,-2.754422555,0.007471014,-3.760409794
231830_x_at,-0.280251421,0.014994442,7.359663429,-2.754088216,0.007477896,-3.761249716
239297_at,-0.619184003,0.014994693,3.219815429,-2.754057782,0.007478523,-3.761326166
237746_at,0.643668789,0.014999659,4.390970143,2.753913178,0.007481502,-3.76168941
213511_s_at,0.349684247,0.015009002,9.173844714,2.753662691,0.007486665,-3.762318593
243127_x_at,-0.167751304,0.015023807,3.660924286,-2.753280269,0.007494553,-3.763279087
238576_at,0.559315627,0.015037526,3.497957429,2.752924423,0.0075019,-3.764172734
224592_x_at,-0.235683263,0.015054589,11.27359143,-2.752488142,0.007510916,-3.765268256
214136_at,-0.290603154,0.0150556,2.681747857,-2.752439364,0.007511925,-3.765390732
227647_at,0.851883701,0.015072493,5.510101143,2.752007637,0.007520858,-3.766474664
233921_s_at,0.506629201,0.015075168,5.288496857,2.751918817,0.007522697,-3.766697646
241154_x_at,0.642011556,0.015093977,5.542690857,2.751441442,0.007532588,-3.767895995
1556348_at,0.234242246,0.015100391,3.770283857,2.751262703,0.007536295,-3.768344638
224921_at,-0.266508335,0.015110667,8.330141571,-2.750969118,0.007542386,-3.769081501
204297_at,-0.272333558,0.015110667,8.68757,-2.750966792,0.007542435,-3.769087339
208459_s_at,0.599811388,0.015125955,5.359160857,2.750556347,0.007550959,-3.770117399
243790_at,-0.473725551,0.015125955,7.608511143,-2.750534848,0.007551406,-3.770171348
208722_s_at,-0.336386678,0.015125955,8.615138,-2.750526216,0.007551585,-3.770193011
206949_s_at,0.466217527,0.015129618,8.325143714,2.750413862,0.00755392,-3.770474952
239346_at,0.387493406,0.015134765,7.860456286,2.75026588,0.007556997,-3.770846284
1570552_at,-0.424928469,0.015145625,6.029466429,-2.749980837,0.007562926,-3.771561497
205270_s_at,0.857456695,0.015147763,6.857318429,2.749905172,0.007564501,-3.771751343
212596_s_at,0.331376821,0.015152995,9.636418,2.749745782,0.007567819,-3.772151241
228226_s_at,0.333702473,0.015152995,4.588450857,2.749730788,0.007568131,-3.772188857
203147_s_at,0.64922344,0.015152995,6.176571857,2.749706566,0.007568635,-3.772249627
1557154_at,0.475291699,0.015154164,3.705941,2.749654159,0.007569727,-3.772381106
235311_at,-0.550269748,0.015154907,3.869523286,-2.749611994,0.007570605,-3.77248689
225044_at,0.399190648,0.015159926,9.971210286,2.749467282,0.007573619,-3.772849932
227528_s_at,-0.303311707,0.015160489,5.709326,-2.749424123,0.007574519,-3.772958203
224787_s_at,-0.375776241,0.015160489,10.79779214,-2.749405068,0.007574916,-3.773006005
235466_s_at,0.801184449,0.015167677,5.399874143,2.749208408,0.007579015,-3.773499334
202171_at,-0.45078942,0.015178291,9.898821714,-2.748929763,0.007584827,-3.77419828
223191_at,-0.243422128,0.015190162,9.676647286,-2.748621178,0.007591268,-3.774972258
1552867_at,-0.514929445,0.015205611,5.653991571,-2.748206982,0.007599921,-3.776011015
200033_at,-0.259340875,0.015205611,13.59779,-2.74819201,0.007600234,-3.776048562
222065_s_at,-0.411253776,0.015205611,9.371594857,-2.748178548,0.007600515,-3.77608232
1553248_at,0.405405627,0.015205646,3.027030143,2.748153365,0.007601041,-3.776145472
201769_at,0.282583154,0.015211534,10.36193471,2.747988236,0.007604494,-3.776559557
222817_at,-0.546954289,0.0152346,5.448070714,-2.747412902,0.007616535,-3.778002127
227723_at,0.408241362,0.015268017,7.211523143,2.746591659,0.007633753,-3.780060861
239897_at,-0.198699117,0.01528114,3.800473571,-2.746246823,0.007640993,-3.780925165
214434_at,-0.652957149,0.01528114,3.504236429,-2.746230441,0.007641337,-3.780966224
242167_at,0.34227095,0.01529163,6.075620571,2.745956464,0.007647095,-3.781652858
201007_at,-0.236519008,0.015292139,10.72211571,-2.745920005,0.007647861,-3.781744228
217940_s_at,-0.397527183,0.015305933,9.346928857,-2.745567646,0.007655272,-3.782627212
204339_s_at,-0.719287586,0.015307949,3.522340571,-2.745495367,0.007656793,-3.782808327
1554131_at,0.146329058,0.015309547,3.322723571,2.745414475,0.007658496,-3.783011019
235309_at,-0.584906316,0.015309547,5.389604429,-2.745408694,0.007658617,-3.783025506
1552367_a_at,-0.812822262,0.015326377,3.750755286,-2.744984577,0.00766755,-3.784088138
207547_s_at,0.641423894,0.015346532,2.681277,2.744482021,0.007678146,-3.785347133
203493_s_at,0.439194828,0.01535299,8.600627857,2.744304573,0.007681891,-3.785791628
1556608_a_at,-0.226923406,0.015367956,4.208431857,-2.743925613,0.007689894,-3.786740819
208328_s_at,0.528682019,0.015368324,6.681639714,2.743892554,0.007690593,-3.786823617
236989_at,0.590572128,0.015368708,3.553593429,2.743859129,0.007691299,-3.786907332
218792_s_at,-1.025057199,0.015384376,8.034297286,-2.743463889,0.007699655,-3.787897168
236605_at,0.292336333,0.015417874,3.484651429,2.742647763,0.007716937,-3.789940704
203607_at,-0.438301951,0.015422735,8.136910286,-2.742508644,0.007719886,-3.790289001
243147_x_at,-0.197429571,0.015426746,9.998863714,-2.742389635,0.00772241,-3.790586938
223327_x_at,0.413291699,0.015442085,6.217296714,2.741990113,0.007730888,-3.791587067
223312_at,0.509227098,0.015442085,5.490334,2.741979087,0.007731122,-3.791614665
204787_at,0.943616754,0.015450155,7.355262571,2.741764482,0.00773568,-3.792151837
200619_at,0.277544895,0.015451371,9.630460286,2.741711489,0.007736806,-3.792284478
201544_x_at,0.254139781,0.015454615,11.06782571,2.741610696,0.007738948,-3.792536754
222415_at,-0.313041421,0.015458942,10.58196786,-2.741484413,0.007741632,-3.79285282
242296_x_at,0.125306897,0.015459084,3.586887143,2.741456724,0.007742221,-3.792922119
205244_s_at,0.525162002,0.015464236,2.598279714,2.741311024,0.007745319,-3.793286765
201721_s_at,0.570539251,0.01547073,11.88464471,2.741133783,0.007749089,-3.793730327
232946_s_at,-0.469384155,0.015481454,7.619270857,-2.740848605,0.007755159,-3.794443965
1569003_at,-0.990094407,0.015481454,9.554199286,-2.740832733,0.007755497,-3.79448368
221954_at,-0.424451127,0.015497269,6.313498429,-2.740436507,0.007763938,-3.795475102
202523_s_at,0.496134104,0.015515476,2.828922143,2.739984448,0.007773579,-3.796606085
205171_at,0.567995938,0.015551537,6.553564714,2.739114325,0.007792167,-3.798782579
241835_at,0.519114323,0.015551608,3.657509571,2.739088321,0.007792723,-3.798847616
239835_at,0.395948377,0.015560421,4.420684,2.738857535,0.00779766,-3.799424798
228124_at,0.711277359,0.015576567,7.580026,2.738455277,0.007806273,-3.800430725
1554155_at,0.60542005,0.015579871,5.022508,2.738353651,0.00780845,-3.800684844
1564479_a_at,0.43241095,0.015604275,2.348986857,2.73775888,0.007821203,-3.802171926
1553587_a_at,0.459294331,0.015605782,6.611546286,2.737699345,0.007822481,-3.802320765
212567_s_at,-0.368335273,0.015614163,6.888746286,-2.7374793,0.007827205,-3.802870858
1554496_at,0.715060614,0.015625743,4.170783286,2.737184716,0.007833533,-3.803607239
223000_s_at,0.525429151,0.015632717,12.46131343,2.736997708,0.007837552,-3.804074675
226273_at,0.649659907,0.015639374,3.584009571,2.736818175,0.007841413,-3.804523404
207838_x_at,-0.441986459,0.015643444,5.431264286,-2.736698969,0.007843978,-3.804821334
224514_x_at,0.493587754,0.01565084,4.304166571,2.736502298,0.00784821,-3.805312852
1729_at,0.308348696,0.015655814,7.319352857,2.736362099,0.007851229,-3.80566322
212649_at,-0.306526165,0.015655886,4.286250143,-2.736336081,0.007851789,-3.805728239
210425_x_at,-0.638462986,0.01565853,9.176364143,-2.736230557,0.007854062,-3.805991937
233764_s_at,0.402421152,0.01565853,4.156530714,2.73622586,0.007854163,-3.806003674
232916_at,0.536102422,0.015668366,5.229764571,2.735972551,0.007859621,-3.806636648
226243_at,0.346680429,0.015668828,9.308016714,2.735918043,0.007860796,-3.806772849
223279_s_at,-0.455605214,0.015668828,8.03556,-2.735913125,0.007860902,-3.806785137
1555821_a_at,0.146505879,0.015669607,3.849283,2.735870667,0.007861818,-3.806891225
238341_at,-0.57904603,0.015683211,5.580467571,-2.735529893,0.007869168,-3.807742656
204690_at,-0.387892506,0.015687528,8.696152714,-2.735405206,0.007871859,-3.808054168
227805_at,-0.416321741,0.015689134,5.155587857,-2.73534355,0.00787319,-3.808208204
226040_at,-0.440372733,0.015697001,7.976582571,-2.735136383,0.007877664,-3.808725744
201762_s_at,0.52184709,0.015711499,11.40890157,2.734775363,0.007885465,-3.809627565
215649_s_at,0.358019024,0.015723292,3.973926857,2.734477355,0.00789191,-3.810371909
231848_x_at,-0.473087199,0.015727387,10.431524,-2.734358031,0.007894493,-3.810669929
225726_s_at,-0.828316064,0.015728696,6.68636,-2.734303361,0.007895676,-3.810806469
210467_x_at,1.341277778,0.015738952,1.560637314,2.733977861,0.007902724,-3.811619363
203385_at,-0.631465896,0.015738952,5.426190714,-2.733977572,0.00790273,-3.811620085
45687_at,-0.22409275,0.015738952,8.706122571,-2.733971509,0.007902862,-3.811635227
219704_at,0.406820757,0.015738952,6.183993143,2.733968282,0.007902932,-3.811643286
217025_s_at,0.446691615,0.015741168,6.545218143,2.733892601,0.007904571,-3.811832277
227098_at,-0.337646686,0.015743097,6.615025857,-2.733823589,0.007906067,-3.812004611
218021_at,-0.467436695,0.01574478,8.851841857,-2.733760256,0.007907439,-3.812162761
204490_s_at,0.587383886,0.015761598,9.434740857,2.733346439,0.007916414,-3.813196037
48106_at,-0.526732876,0.015765206,5.465089857,-2.733238629,0.007918753,-3.813465212
211911_x_at,0.560192347,0.01577167,14.00174714,2.733064736,0.007922528,-3.81389936
238929_at,-0.49585397,0.015783493,5.882638143,-2.732766973,0.007928996,-3.814642716
232918_at,-0.157272759,0.015784604,3.894395857,-2.732716976,0.007930082,-3.814767528
241826_x_at,-0.237914483,0.015793653,2.737724571,-2.732483527,0.007935157,-3.815350269
200894_s_at,0.647956712,0.015794687,8.396499571,2.732435327,0.007936205,-3.815470584
230912_at,0.155820639,0.015798462,3.787480857,2.7323238,0.007938631,-3.815748965
223200_s_at,0.468674769,0.015827782,7.086375714,2.731622751,0.007953894,-3.817498623
204918_s_at,-0.56119947,0.015838386,4.459278143,-2.731353974,0.007959753,-3.818169333
211142_x_at,0.131681522,0.015845232,4.156026714,2.731171922,0.007963723,-3.8186236
224764_at,0.520054626,0.015853136,10.57975929,2.730965564,0.007968227,-3.819138485
239785_at,-0.287388242,0.01585667,3.410857429,-2.730859866,0.007970534,-3.819402201
1556824_at,0.090996089,0.015870652,4.300623571,2.730499591,0.007978403,-3.82030102
207681_at,0.360604836,0.015870652,3.523090714,2.730489459,0.007978625,-3.820326297
1568633_a_at,0.540169983,0.015882641,2.732857,2.730189448,0.007985183,-3.821074694
212056_at,-0.561115879,0.015895132,7.817174,-2.729878076,0.007991996,-3.821851362
209513_s_at,-0.406144491,0.015904521,7.973425714,-2.729638126,0.007997249,-3.822449831
226804_at,0.966193978,0.01591811,4.508340857,2.729301947,0.008004614,-3.823288236
212858_at,0.760849209,0.015926045,6.842231286,2.729095607,0.008009138,-3.823802791
228656_at,0.870170942,0.01593757,3.408785,2.728807099,0.008015467,-3.824522199
1562378_s_at,-0.298133768,0.015942929,4.821775,-2.728659998,0.008018696,-3.824888977
227058_at,-0.567380648,0.015960378,5.237158429,-2.728236127,0.008028006,-3.82594576
209812_x_at,0.216505223,0.015989466,3.250659857,2.7275466,0.008043173,-3.827664585
203074_at,1.432936098,0.0159902,7.528401143,2.727505517,0.008044078,-3.827766985
1552573_s_at,-0.237376013,0.01599924,3.013056857,-2.727274704,0.008049161,-3.828342261
213240_s_at,0.819374163,0.016007451,1.935247429,2.727062919,0.008053828,-3.828870076
226481_at,0.277216779,0.01601002,8.082985,2.726979989,0.008055656,-3.829076748
210926_at,0.215972742,0.016013336,6.554137286,2.726879992,0.008057861,-3.829325944
229009_at,-0.440745198,0.01603208,6.637522,-2.726428198,0.008067829,-3.830451745
236381_s_at,0.40419878,0.016038395,7.710155,2.726259967,0.008071544,-3.830870914
215029_at,0.711797258,0.016042685,4.825480857,2.726137898,0.00807424,-3.831175049
225985_at,-0.482034256,0.016051946,4.586301857,-2.725902678,0.008079438,-3.831761069
1555105_a_at,0.321214525,0.016055862,4.885036143,2.725789224,0.008081947,-3.832043713
231953_at,0.313530118,0.016057714,3.396307,2.725722756,0.008083416,-3.832209295
235626_at,0.672874718,0.01609077,7.756283714,2.724936666,0.008100818,-3.834167341
239895_at,-0.432839024,0.01609077,4.62366,-2.724922411,0.008101134,-3.834202842
223711_s_at,-0.377290135,0.016091979,7.461489571,-2.724870639,0.008102282,-3.834331783
200999_s_at,0.476850606,0.016096767,8.944026143,2.724737566,0.008105231,-3.834663199
214006_s_at,0.340430908,0.016133161,5.777842143,2.723887536,0.008124097,-3.836779872
213594_x_at,0.367577359,0.016135368,9.515576,2.723813189,0.008125748,-3.836964978
216985_s_at,0.414265038,0.01613806,2.449369571,2.723727885,0.008127644,-3.83717736
225228_at,-0.501931371,0.016140976,7.948717143,-2.723637508,0.008129653,-3.837402366
206206_at,0.511005786,0.016158714,5.152040286,2.723211542,0.008139128,-3.838462791
208914_at,-0.510120353,0.016168504,5.716321429,-2.722965709,0.008144601,-3.839074721
226453_at,0.434662052,0.016178314,7.803167429,2.722719569,0.008150083,-3.83968737
47608_at,0.226484003,0.016187375,8.252094571,2.722490457,0.00815519,-3.840257596
236007_at,-0.377211093,0.016200683,8.753094143,-2.722165527,0.008162437,-3.84106623
1554474_a_at,1.306940976,0.016207542,4.198664,2.721986378,0.008166435,-3.841512036
222773_s_at,0.698113911,0.016213201,2.182679429,2.72183436,0.00816983,-3.841890308
229909_at,0.611522834,0.016223905,5.128162143,2.721568601,0.008175766,-3.842551563
203348_s_at,0.549952405,0.016224517,6.785658429,2.721530494,0.008176618,-3.842646378
201053_s_at,-0.38077852,0.016233696,9.599880857,-2.721299271,0.008181787,-3.843221654
212840_at,0.4313891,0.016261291,8.742968,2.72065348,0.008196239,-3.844828151
205358_at,-1.816574828,0.016265948,3.752581,-2.720524382,0.008199131,-3.845149265
242728_at,-0.192088049,0.016273671,3.149501286,-2.720326364,0.008203569,-3.845641784
1554883_a_at,0.377625063,0.016290405,3.203541429,2.719925905,0.00821255,-3.846637732
218153_at,0.405775618,0.016317249,8.460752714,2.719298946,0.008226629,-3.848196749
223271_s_at,0.443687603,0.016318269,7.807874857,2.719251753,0.00822769,-3.848314091
44790_s_at,0.856681228,0.0163186,6.776744571,2.719220025,0.008228403,-3.848392976
214500_at,-0.70398614,0.016323335,6.718564571,-2.719089511,0.008231337,-3.848717474
232691_at,-0.594596829,0.016324118,3.316486143,-2.719047656,0.008232278,-3.848821534
227385_at,-0.715708705,0.016334154,6.921766429,-2.71879836,0.008237886,-3.849441316
228278_at,0.605170866,0.016340995,7.681533429,2.718620757,0.008241883,-3.849882832
210868_s_at,0.728612212,0.016342778,3.774126857,2.718556519,0.008243329,-3.85004252
225914_s_at,-0.651050084,0.016353241,5.516279286,-2.718297878,0.008249154,-3.850685438
218967_s_at,-0.493190849,0.016355926,9.398723143,-2.718213473,0.008251056,-3.850895238
243405_at,0.500238747,0.01641694,4.844590429,2.716825586,0.008282385,-3.854344257
208739_x_at,0.322186796,0.016424285,12.04861286,2.716637452,0.008286641,-3.854811676
235530_at,0.399788646,0.01642487,2.648185714,2.716600088,0.008287486,-3.854904504
236995_x_at,0.121429672,0.016432127,3.666451714,2.716413988,0.008291698,-3.85536684
223856_at,0.279407897,0.016452045,4.309948714,2.715928562,0.008302692,-3.856572679
1554512_a_at,0.288862128,0.016452045,5.282237571,2.715921602,0.00830285,-3.856589967
203374_s_at,0.446968057,0.01645481,7.901119714,2.715835746,0.008304796,-3.856803222
202664_at,-0.639093381,0.016457944,10.22831043,-2.715741682,0.008306928,-3.85703686
200828_s_at,0.289891034,0.016460223,10.93767229,2.715650478,0.008308997,-3.857263385
220483_s_at,0.570081648,0.016460223,6.256396,2.715642345,0.008309181,-3.857283585
228758_at,-0.655427704,0.016468123,7.489206286,-2.715423013,0.008314157,-3.857828322
237882_at,0.16563926,0.016468123,4.576603143,2.715417954,0.008314271,-3.857840886
205959_at,-1.312123541,0.016471132,4.997168429,-2.715326729,0.008316342,-3.858067442
201796_s_at,0.258583499,0.016471297,4.380607429,2.71529876,0.008316977,-3.858136903
206512_at,-0.315620892,0.016477147,2.952227714,-2.715144364,0.008320482,-3.858520327
233268_s_at,-0.298606358,0.016477535,9.707583714,-2.715111438,0.00832123,-3.858602092
221293_s_at,0.327884289,0.016494007,5.735626857,2.71472101,0.0083301,-3.859571586
238497_at,-0.508116611,0.016506918,5.126766429,-2.714409974,0.008337173,-3.860343857
235206_at,0.369710648,0.016507396,2.871523429,2.71437507,0.008337967,-3.860430516
212474_at,-0.350787468,0.016514957,8.740714286,-2.714182948,0.008342339,-3.860907495
214333_x_at,0.310952489,0.016526113,6.625154143,2.713911164,0.008348528,-3.861582201
1559956_at,0.116606703,0.016544434,3.386806143,2.713458604,0.008358842,-3.862705566
211430_s_at,1.416667645,0.016544434,13.96250386,2.713456458,0.008358891,-3.862710891
207388_s_at,-0.522809638,0.016551286,4.662970857,-2.713280395,0.008362907,-3.863147883
232896_at,-0.284096493,0.016554804,4.063246143,-2.713168678,0.008365455,-3.863425153
222627_at,0.427242405,0.016554804,8.373965429,2.713143109,0.008366039,-3.863488612
212236_x_at,1.643927149,0.016554804,8.732888857,2.713129623,0.008366347,-3.863522083
210623_at,0.197206653,0.016586166,4.021899857,2.712399154,0.008383033,-3.865334787
228968_at,-0.407573406,0.016586166,6.532902571,-2.712387167,0.008383307,-3.86536453
226054_at,0.332634256,0.016608713,8.771822429,2.711864753,0.008395259,-3.866660686
242223_at,0.429619941,0.016623192,3.421925571,2.711520924,0.008403134,-3.867513645
225979_at,0.424377418,0.016636542,3.667853571,2.711197616,0.008410545,-3.868315617
213377_x_at,0.232131371,0.016636542,14.67489714,2.711177928,0.008410997,-3.868364451
242490_at,-0.46456508,0.016647389,6.433758286,-2.710901625,0.008417335,-3.869049759
233716_at,0.4126536,0.016647389,3.312868143,2.710890319,0.008417595,-3.869077801
209526_s_at,-0.876140715,0.016659244,7.621340143,-2.71060492,0.008424147,-3.86978561
216204_at,0.127542632,0.016665504,3.562358714,2.710442825,0.00842787,-3.870187589
200706_s_at,0.368730799,0.016677423,10.524614,2.710156269,0.008434456,-3.870898171
227692_at,0.77830688,0.01668038,6.927710286,2.710066947,0.00843651,-3.871119653
221528_s_at,-0.331550967,0.016682911,6.82256,-2.709986998,0.008438349,-3.871317889
243786_at,0.360818663,0.016710625,3.529998714,2.709353742,0.008452926,-3.872887901
233881_s_at,-0.20302069,0.016719913,4.003488571,-2.709125569,0.008458184,-3.87345353
229071_at,0.311144811,0.016725281,3.981138857,2.708983506,0.008461459,-3.873805677
224605_at,-0.45964804,0.016731122,8.734611714,-2.708831097,0.008464974,-3.874183453
224895_at,-0.520741514,0.016752021,9.335559429,-2.708348685,0.008476109,-3.875379096
213182_x_at,-0.613173238,0.016755898,5.619722571,-2.70823948,0.008478631,-3.875649732
220367_s_at,0.318490387,0.016761052,7.224014714,2.708092245,0.008482033,-3.876014602
218427_at,0.342628966,0.016761052,7.368583714,2.708078049,0.008482361,-3.87604978
230356_at,0.908764777,0.016767993,3.193286857,2.707901794,0.008486436,-3.876486544
200818_at,0.239038436,0.01680943,12.20911857,2.706971504,0.00850797,-3.878791441
209099_x_at,-0.586362725,0.0168105,9.956558286,-2.706923837,0.008509074,-3.878909522
224692_at,0.266877586,0.016834243,9.319846429,2.706381357,0.008521656,-3.880253261
211241_at,0.186476989,0.016845155,5.407160857,2.706119152,0.008527743,-3.88090267
203796_s_at,0.308705736,0.016855643,4.615185429,2.705866312,0.008533617,-3.881528838
200912_s_at,-0.266175442,0.016857486,13.64218,-2.705801879,0.008535114,-3.881688401
225857_s_at,0.468836737,0.016865121,8.183018857,2.705611297,0.008539545,-3.882160346
220764_at,0.247598528,0.016873521,5.133187857,2.705404154,0.008544363,-3.882673267
205599_at,0.576840555,0.016934992,3.625206857,2.704044121,0.008576057,-3.886040158
214209_s_at,0.316585946,0.016948658,2.645684429,2.703723478,0.008583545,-3.88683374
202417_at,0.364854483,0.01697528,8.176786,2.703122509,0.008597596,-3.888320915
224660_at,0.319032717,0.01699292,11.33185857,2.702716544,0.008607099,-3.889325376
